state,polling_place,premises,address,suburb,postcode,wheelchair_access
NSW,Canobolas,Canobolas Public School,Towac Valley Rd,ORANGE,2800.0,N
NSW,Canowindra,Canowindra High School,Browns Ave,CANOWINDRA,2804.0,N
NSW,Capertee,Capertee Public School,Mudgee Rd,CAPERTEE,2846.0,N
NSW,Carcoar,Carcoar Public School,Icely St,CARCOAR,2791.0,N
NSW,Cargo,Cargo Public School,Hutton St,CARGO,2800.0,N
NSW,Cooerwull,Cooerwull Public School,319 Main St,LITHGOW,2790.0,N
NSW,Cudal,Cudal Public School,Toogong St,CUDAL,2864.0,N
NSW,Cullen Bullen,Cullen Bullen Progress Hall,Mudgee Rd,CULLEN BULLEN,2790.0,A
NSW,Cumnock,Memorial Hall,Obley St,CUMNOCK,2867.0,N
NSW,Eglinton,Eglinton Public School,Alexander St,EGLINTON,2795.0,A
NSW,Errowanbang,Errowanbang Public School,Errowanbang Rd,ERROWANBANG,2792.0,N
NSW,Euchareena,Euchareena Public School,Walter St,EUCHAREENA,2866.0,N
NSW,Eugowra,Eugowra Public School,Hill St,EUGOWRA,2806.0,N
NSW,Glen Alice,Glen Alice Public School,Beaumont St,GLEN ALICE,2849.0,N
NSW,Glenroi,Glenroi Primary School,Maxwell Ave,ORANGE,2800.0,A
NSW,Hampton,Hampton Public School,Jenolan Caves Rd,HAMPTON,2790.0,N
NSW,Hartley,Hartley Old Public School,Mid Western Rd,HARTLEY,2790.0,N
NSW,Hermitage,Hermitage Progress Association Hall,Albert St,LITHGOW,2790.0,N
NSW,Hill End,Hill End Public School,Tambaroora St,HILL END,2850.0,N
NSW,Ilford,Ilford Public School,Mudgee Rd,ILFORD,2850.0,N
NSW,Jenolan Caves,Jenolan Caves House,Number 2 Car Park,JENOLAN CAVES,2790.0,N
NSW,Kandos,Kandos High School,Fleming St,KANDOS,2848.0,N
NSW,Kelso,Kelso Public School,Gilmour St,KELSO,2795.0,N
NSW,Kirkconnell,Kirkconnell Public School,Great Western Hwy,KIRKCONNELL,2795.0,N
NSW,Lithgow,Lithgow Primary School,163 Mort Street,LITHGOW,2790.0,A
NSW,Lithgow Hospital,Lithgow District Hospital,Col Drew Dr,LITHGOW,2790.0,A
NSW,Littleton,La Salle Academy,Rabaul St,LITHGOW,2790.0,A
NSW,Lucknow,Lucknow School Community Hall,Newman St,LUCKNOW,2800.0,N
NSW,Lyndhurst,Lyndhurst Public School,Marsden St,LYNDHURST,2797.0,N
NSW,Mandurama,Mandurama Public School,Loquat St,MANDURAMA,2792.0,A
NSW,Manildra,Manildra Public School,Molong Rd,MANILDRA,2865.0,N
NSW,March,Old School Building,March Rd,MARCH,2800.0,N
NSW,Meadow Flat,Meadow Flat Public School,Great Western Hwy,MEADOW FLAT,2795.0,N
NSW,Millthorpe,Millthorpe Public School,Park St,MILLTHORPE,2798.0,A
NSW,Mitchell Campus,Charles Sturt University Mitchell,Panorama Ave,BATHURST,2795.0,A
NSW,Molong,Anglican Parish Hall,Edward St,MOLONG,2866.0,N
NSW,Morts Estate,L. Hine's Residence,5 Guy Street,LITHGOW,2790.0,N
NSW,Mullion Creek,Mullion Creek Public School,Long Point Rd,MULLION CREEK,2800.0,N
NSW,Mumbil,Mumbil Public School,Apsley Cres,MUMBIL,2820.0,N
NSW,Nashdale,Nashdale Public School,Nancarrow La,NASHDALE,2800.0,N
NSW,Neurea,Neurea Hall,Off Mitchell Hwy,NEUREA,2820.0,N
NSW,Neville,Neville Public School,Crouch St,NEVILLE,2799.0,N
NSW,Newbridge,Newbridge Public School,Trunkey St,NEWBRIDGE,2795.0,N
NSW,O'Connell,O'Connell Public School,15 Blacks Mills Lane,O'CONNELL,2795.0,N
NSW,Oakey Park,Zig Zag Public School,Victoria Ave,LITHGOW,2790.0,A
NSW,Oberon,Oberon High School,Ross St,OBERON,2787.0,A
NSW,Orange,Scout Hall,94 Kite St,ORANGE,2800.0,A
NSW,Orange East,St Barnabas Parish Hall,381 Summer St,ORANGE,2800.0,A
NSW,Orange Hospital,Orange Base Hospital,Sale St,ORANGE,2800.0,A
NSW,Orange North,Holy Trinity Hall,Anson St,ORANGE,2800.0,N
NSW,Orange South,Anson Street Public School,92 Anson St,ORANGE,2800.0,A
NSW,Orange West,Orange High School,Woodward St,ORANGE,2800.0,N
NSW,Peel,Old School House,West Street,PEEL,2795.0,N
NSW,Perthville,Perthville Public School,Rockley St,PERTHVILLE,2795.0,N
NSW,Portland,Portland Central School,Villiers St,PORTLAND,2847.0,N
NSW,Raglan,Raglan Public School,Nelson St,RAGLAN,2795.0,A
NSW,Rockley,Rockley Public School,Hill St,ROCKLEY,2795.0,N
NSW,Rydal,Rydal Mount,Bathurst St,RYDAL,2790.0,N
NSW,Rylstone,Rylstone Memorial Hall,Louee St,RYLSTONE,2849.0,A
NSW,Sofala,Sofala Hall,Denison St,SOFALA,2795.0,N
NSW,Spring Hill,Spring Hill Public School,Seaton St,SPRING HILL,2800.0,N
NSW,Spring Terrace,Spring Terrace Public School,Forest Rd,SPRING TERRACE,2798.0,N
NSW,Stuart Town,Stuart Town Public School,Orange Rd,STUART TOWN,2820.0,N
NSW,Tarana,Uniting Church Hall,Bathurst Rd,TARANA,2787.0,N
NSW,The Lagoon,The Lagoon Public School,71 Young St,THE LAGOON,2795.0,N
NSW,Trunkey Creek,Trunkey Creek Public School,Bathurst Rd,TRUNKEY CREEK,2795.0,N
NSW,Tweed Mills,Christian Life Centre,50 Musket Pde,LITHGOW,2790.0,N
NSW,Vale Of Clwydd,Vale Of Clwydd Community Hall,Mort St,LITHGOW,2790.0,A
NSW,Wallerawang,Wallerawang Public School,Barton Ave,WALLERAWANG,2845.0,A
NSW,Wattle Flat,Wattle Flat Public School,Sofala Rd,WATTLE FLAT,2795.0,N
NSW,Yeoval,Yeoval Central School,Obley St,YEOVAL,2868.0,N
NSW,Ambleside,Lakelands Community Hall,Ambleside Circuit,LAKELANDS,2282.0,A
NSW,Arcadia Vale,Arcadia Vale Public School,Glade St,ARCADIA VALE,2283.0,N
NSW,Argenton,Argenton Community Hall,13-15 Elizabeth St,ARGENTON,2284.0,F
NSW,Awaba,Awaba Community Hall,33 Brisbane St,AWABA,2283.0,A
NSW,Barnsley,Barnsley Public School,Cliffbrook Rd,BARNSLEY,2301.0,F
NSW,Blackalls,Blackalls Public School,Charles St,BLACKALLS PARK,2283.0,A
NSW,Bolton Point,Bolton Point Community Hall,Middlepoint Road,BOLTON POINT,2283.0,A
NSW,Bonnells Bay,Bonnells Bay Primary School,Morisset Park Road,BONNELLS BAY,2264.0,A
NSW,Booragul,Booragul Primary School,Aspinall St,BOORAGUL,2284.0,A
NSW,Booragul Homes,C A Brown Village,Toronto Rd,BOORAGUL,2284.0,F
NSW,Cardiff,Cardiff Public School,Macquarie Rd,CARDIFF,2285.0,N
NSW,Cardiff East,John Young Community Hall,24 Thomas St,CARDIFF,2285.0,A
NSW,Cardiff Heights,Baptist Church Hall,35 Main Rd,CARDIFF HEIGHTS,2285.0,N
NSW,Cardiff North,Cardiff North Public School,Wansbeck Valley Rd,CARDIFF,2285.0,N
NSW,Cardiff South,Cardiff South Public School,Lake Ave,CARDIFF SOUTH,2285.0,N
NSW,Carey Bay,Scout Hall,74 Excelsior Pde,CAREY BAY,2283.0,A
NSW,Coal Point,Coal Point Public School,Coal Point Rd,COAL POINT,2283.0,N
NSW,Cooranbong,Cooranbong Public School,Government Rd,COORANBONG,2265.0,N
NSW,Dora Creek,Dora Creek Hall,Doree Place,DORA CREEK,2264.0,F
NSW,Edgeworth,Edgeworth Memorial Neighbourhood Centre,1 Minmi Rd,EDGEWORTH,2285.0,F
NSW,Elermore Vale,Elermore Vale Public School,Jubilee Rd,ELERMORE VALE,2287.0,N
NSW,Fassifern,Fassifern Primary School,Fassifern St,FASSIFERN,2283.0,N
NSW,Fennell Bay,Fennell Bay Primary School,Bay Rd,FENNELL BAY,2283.0,A
NSW,Garden Suburb,Garden Suburb Community Hall,2a Prospect Rd,GARDEN SUBURB,2289.0,N
NSW,Glendale,John Lavery Hall,Oakland Street,GLENDALE,2285.0,A
NSW,Glendale East,Glendale East Primary School,Clarence St,GLENDALE,2285.0,A
NSW,Hawkins Village,Hawkins Masonic Retirement Village,Northville Dr,EDGEWORTH,2285.0,F
NSW,Hillsborough,Hillsborough Public School,83 Waratah Ave,CHARLESTOWN,2290.0,N
NSW,Kilaben Bay,Kilaben Bay Community Hall,Kilaben Rd,KILABEN BAY,2283.0,N
NSW,Killingworth,Killingworth Rural Fire Brigade,3 Park St,KILLINGWORTH,2301.0,A
NSW,Martinsville,Martinsville Fire Station,Martinsville Rd,MARTINSVILLE,2265.0,F
NSW,Maryland,Maryland Public School,John T Bell Dr,MARYLAND,2287.0,A
NSW,Morisset,Morisset Primary School,Terrigal St,MORISSET,2264.0,A
NSW,Mount Hutton,Mount Hutton Primary School,12 Dunkley Pde,MOUNT HUTTON,2290.0,A
NSW,New Lambton Heights,New Lambton Heights Infants School,176 Lookout Rd,NEW LAMBTON HEIGHTS,2305.0,N
NSW,Pittown,St Patricks Primary School,Neilson St,WALLSEND,2287.0,A
NSW,Plattsburg,Wallsend High School,Macquarie St,WALLSEND,2287.0,A
NSW,Rathmines,Rathmines Public School,Secret Corner Rd,RATHMINES,2283.0,A
NSW,Speers Point,Lake Macquarie City Council Administration Centre,126-138 Main Rd,SPEERS POINT,2284.0,F
NSW,Sunshine,South Lake Macquarie Amateur Sailing Club,Sunshine Parade,SUNSHINE,2264.0,F
NSW,Teralba,Teralba Primary School,York St,TERALBA,2284.0,N
NSW,Toronto,Toronto Multi-Purpose Centre,9 Thorne Street,TORONTO,2283.0,F
NSW,Toronto North,Toronto Public School,Carey St,TORONTO,2283.0,A
NSW,Toronto West,Biriban Public School,Beckley St,TORONTO,2283.0,A
NSW,Wallsend,Uniting Church Hall,19 Metcalfe St,WALLSEND,2287.0,F
NSW,Wallsend Hospital,"Elsie Grahame Centre, Wallsend Health Campus",Longworth Ave,WALLSEND,2287.0,F
NSW,Wallsend South,Wallsend South Public School,Smith Rd,ELERMORE VALE,2287.0,A
NSW,Wangi Wangi,Wangi Wangi Public School,Dobell Dr,WANGI WANGI,2267.0,F
NSW,Warners Bay,Warners Bay High School,King St,WARNERS BAY,2282.0,A
NSW,Warners Bay Central,Warners Bay Community Hall,Lake St,WARNERS BAY,2282.0,A
NSW,West Wallsend,West Wallsend High School,2 Appletree Rd,WEST WALLSEND,2286.0,N
NSW,Whitegates,Silveridge Community Hall,Iranda Grove,WALLSEND,2287.0,F
NSW,Woodrising,Woodrising Youth Centre,Hayden Brook Rd,WOODRISING,2284.0,F
NSW,Wyee,Wyee Sports & Recreation Centre,114 Wyee Rd,WYEE,2259.0,F
NSW,Wyee Point,Mecca Village,71 Ruttleys Rd,WYEE,2259.0,N
NSW,Bennett Road,Bennett Road Public School,Bennett Rd,COLYTON,2760.0,A
NSW,Bidwill,Bidwill Public School,Bunya Rd,BIDWILL,2770.0,N
NSW,Blackett,Blackett Public School,Boldrewood Rd,BLACKETT,2770.0,N
NSW,Blacktown West,Blacktown West Public School,Kildare Rd,BLACKTOWN,2148.0,N
NSW,Clairgate,Clairgate Public School,Colorado Dr,ST CLAIR,2759.0,A
NSW,Dharruk,Dawson Public School,Stuart Rd,DHARRUK,2770.0,A
NSW,Doonside,Doonside Public School,Kildare Rd,DOONSIDE,2767.0,N
NSW,Doonside North,Doonside High School,Power St,DOONSIDE,2767.0,A
NSW,Eastern Creek,Eastern Creek Public School,Rooty Hill Rd S,EASTERN CREEK,2766.0,A
NSW,Emerton,Emerton Public School,Hindemith Ave,EMERTON,2770.0,A
NSW,Erskine Park,James Erskine Public School,Peppertree Dr,ERSKINE PARK,2759.0,A
NSW,Glendenning,Glendenning Public School,Armitage Dr,GLENDENNING,2761.0,A
NSW,Hassall Grove,Hassall Grove Public School,Buckwell Dr,HASSALL GROVE,2761.0,A
NSW,Hebersham,Hebersham Public School,Andover Cres,HEBERSHAM,2770.0,A
NSW,Lethbridge Park,Lethbridge Park Public School,Copeland Rd,LETHBRIDGE PARK,2770.0,N
NSW,Madang,Madang Avenue Public School,Mimika Ave,WHALAN,2770.0,A
NSW,Minchinbury,Minchinbury Public School,McFarlane Dr,MINCHINBURY,2770.0,A
NSW,Mount Druitt Hospital,Mount Druitt Hospital,Railway St,MOUNT DRUITT,2770.0,A
NSW,Mount Druitt North,Mount Druitt Public School,Belmore Ave,MOUNT DRUITT,2770.0,N
NSW,Mount Druitt South,Colyton Public School,Nelson St,MOUNT DRUITT,2770.0,A
NSW,O.L.C. Home,Our Lady Of Consolation Home,Evans Rd,ROOTY HILL,2766.0,A
NSW,Oxley Park,Oxley Park Public School,Adelaide St,OXLEY PARK,2760.0,A
NSW,Plumpton,Plumpton Public School,Bottles Rd,PLUMPTON,2761.0,A
NSW,Rooty Hill North,Rooty Hill Public School,Rooty Hill Rd N,ROOTY HILL,2766.0,A
NSW,Rooty Hill South,Rooty Hill Senior Citizens Hall,Rooty Hill Rd S,ROOTY HILL,2766.0,A
NSW,St Marys,St Marys Public School,Princess Mary St,ST MARYS,2760.0,N
NSW,St Marys North,St Marys North Public School,Debrincat Ave,ST MARYS,2760.0,N
NSW,St Marys South,St Marys South Public School,Monfarville St,ST MARYS,2760.0,N
NSW,Shalvey,Shalvey Public School,Laver St,SHALVEY,2770.0,A
NSW,Tregear,Tregear Public School,Ellsworth Dr,TREGEAR,2770.0,A
NSW,Walters Road,Walters Road Public School,Walters Rd,BLACKTOWN,2148.0,N
NSW,Whalan,Whalan Public School,Karangi Rd,WHALAN,2770.0,A
NSW,Willmot,Willmot Public School,Discovery Ave,WILLMOT,2770.0,A
NSW,Burraneer Bay,Burraneer Bay Public School,161 Burraneer Bay Rd,CARINGBAH,2229.0,N
NSW,Caringbah,Caringbah Public School,Port Hacking Rd,CARINGBAH,2229.0,N
NSW,Caringbah Central,St Philips Anglican Church Hall,Port Hacking Rd,CARINGBAH,2229.0,A
NSW,Caringbah North,Caringbah North Public School,Cawarra Rd,CARINGBAH,2229.0,N
NSW,Caringbah West,Laguna Street Public School,Laguna St,CARINGBAH,2229.0,N
NSW,Cronulla,Cronulla Public School,20 Burraneer Bay Rd,CRONULLA,2230.0,N
NSW,Cronulla Central,Thornton Hall,Cnr Nicholson Pde & Giddings Ave,CRONULLA,2230.0,N
NSW,Cronulla North,Uniting Church Hall,Cnr Burke Rd & Gosport St,CRONULLA,2230.0,N
NSW,Cronulla South,Cronulla South Public School,Ewos Pde,CRONULLA,2230.0,N
NSW,Dolans Bay,Port Hacking Scout Hall,Turriell Bay Rd,LILLI PILLI,2229.0,N
NSW,Grays Point,Grays Point Community Hall,Grays Point Rd,GRAYS POINT,2232.0,N
NSW,Gymea,Gymea Catholic Church Hall,Gymea Bay Rd,GYMEA,2227.0,N
NSW,Gymea North,Gymea North Public School,Ruby Rd,GYMEA,2227.0,A
NSW,Gymea South,Gymea Bay Public School,Gymea Bay Rd,GYMEA BAY,2227.0,N
NSW,Kareela,Kareela Public School,Freya St,KAREELA,2232.0,A
NSW,Kirrawee,Kirrawee Public School,Clements Pde,KIRRAWEE,2232.0,N
NSW,Kirrawee South,Kirrawee High School,Hunter St,KIRRAWEE,2232.0,A
NSW,Kurnell,Kurnell Public School,Dampier St,KURNELL,2231.0,F
NSW,Lilli Pilli,Lilli Pilli Public School,30 Lilli Pilli Point Rd,LILLI PILLI,2229.0,N
NSW,Miranda,Port Hacking High School,Kingsway,MIRANDA,2228.0,N
NSW,Miranda Central,Miranda Community Centre,Karimbla Rd,MIRANDA,2228.0,A
NSW,Miranda North,Miranda North Public School,The Boulevarde,MIRANDA,2228.0,N
NSW,Sutherland East,Presbyterian Church Hall,Cnr Flora & Glencoe Sts,SUTHERLAND,2232.0,A
NSW,Sutherland Hospital,Caringbah Community Clinic,126 Kareena Rd,CARINGBAH,2229.0,A
NSW,Sutherland North,Sutherland North Public School,Auburn St,SUTHERLAND,2232.0,N
NSW,Sylvania,Sylvania Public School,Princes Hwy,SYLVANIA,2224.0,N
NSW,Sylvania Central,Sylvania Heights Community Clinic,29 Sylvania Rd,SYLVANIA,2224.0,A
NSW,Sylvania Heights,Sylvania Heights Public School,Venetia St,SYLVANIA,2224.0,A
NSW,Sylvania South,Vickery Village Community Hall,101 Port Hacking Rd,SYLVANIA,2224.0,A
NSW,Sylvania Waters,Southern Districts Rugby Club,233 Belgrave Esp,SYLVANIA WATERS,2224.0,N
NSW,Taren Point,Taren Point Public School,Woodlands Rd,TAREN POINT,2229.0,N
NSW,Wanda Beach,Cronulla High School,Captain Cook Dr,CRONULLA,2230.0,A
NSW,Woolooware,Woolooware Public School,Riverview Ave,WOOLOOWARE,2230.0,A
NSW,Yowie Bay,Yowie Bay Public School,Cnr Wonga & Warrah Rds,YOWIE BAY,2228.0,F
NSW,Aldavilla,Aldavilla Public School,Sherwood Rd,YARRAVEL,2440.0,F
NSW,Argents Hill,Argents Hill School of Arts,North Arm Rd,ARGENTS HILL,2449.0,N
NSW,Bayldon,Bayldon Primary School,Lyons Road,BAYLDON,2452.0,A
NSW,Beechwood,Beechwood School of Arts Hall,Pappinbarra Rd,BEECHWOOD,2446.0,N
NSW,Bellbrook,Bellbrook Public School,Armidale Rd,BELLBROOK,2440.0,N
NSW,Bellimbopinni,Bellimbopinni Public School,Pacific Hwy,BELLIMBOPINNI,2440.0,N
NSW,Bellingen,Bellingen Anglican Church Hall,Oak St,BELLINGEN,2454.0,N
NSW,Bellingen Hospital,Bellingen Hospital Boardroom,Church St,BELLINGEN,2454.0,N
NSW,Boambee,Boambee Public School,Lindsays Rd,BOAMBEE,2450.0,A
NSW,Bonville,Bonville Memorial Hall,East Bonville Rd,BONVILLE,2441.0,A
NSW,Bostobrick,Bostobrick Bush Fire Brigade,9 Muldiva Rd,BOSTOBRICK,2453.0,N
NSW,Bowraville,Bowraville Church of England Hall,Young St,BOWRAVILLE,2449.0,N
NSW,Coffs Harbour,"Norm Jordan Pavillion, Coffs Harbour Showground",Woolgoolga Rd,COFFS HARBOUR,2450.0,A
NSW,Coffs Harbour East,P J McNamara Hall,Park Beach Rd,PARK BEACH,2450.0,A
NSW,Coffs Harbour Hospital,Coffs Harbour Hospital Boardroom,Boambee St,COFFS HARBOUR,2450.0,F
NSW,Coffs Harbour Jetty,Coffs Harbour High School,Nile St,COFFS HARBOUR,2450.0,N
NSW,Coffs Harbour Narranga,Narranga Public School,Robin St,COFFS HARBOUR,2450.0,N
NSW,Coffs Harbour St Augustines,St Augustines Primary School,Albany St,COFFS HARBOUR,2450.0,N
NSW,Coffs Harbour South,Cavanbah Hall,High St,COFFS HARBOUR,2450.0,A
NSW,Coffs Harbour West,Tyalla Public School,Joyce St,COFFS HARBOUR,2450.0,N
NSW,Coramba,Coramba Public School,Short St,CORAMBA,2450.0,N
NSW,Crescent Head,Crescent Head Community Hall,Baker Dr,CRESCENT HEAD,2440.0,A
NSW,Deervale,Deervale Community Hall,Recreation Reserve,DEERVALE,2453.0,N
NSW,Dorrigo,Dorrigo Community Hall,Hickory St,DORRIGO,2453.0,F
NSW,Eungai Creek,Eungai Creek Soldiers Memorial Hall,Hall Rd,EUNGAI CREEK,2441.0,A
NSW,Frederickton,Frederickton School of Arts Hall,Pacific Hwy,FREDERICKTON,2440.0,N
NSW,Gladstone,Gladstone Public School,Kinchela St,GLADSTONE,2440.0,N
NSW,Gleniffer,Gleniffer School of Arts Hall,Gleniffer Rd,GLENIFFER,2454.0,N
NSW,Hat Head,Hat Head Surf Club Hall,Myrtle St,HAT HEAD,2440.0,N
NSW,Hollisdale,Hollisdale Hall,Pappinbarra Rd,HOLLISDALE,2446.0,N
NSW,Karangi,Karangi Public School,Coramba Rd,KARANGI,2450.0,N
NSW,Kempsey,Kempsey CWA Hall,John St,KEMPSEY,2440.0,N
NSW,Kempsey East,East Kempsey Public School,Innes St,KEMPSEY,2440.0,N
NSW,Kempsey High,Kempsey High School Assembly Hall,Broughton St,WEST KEMPSEY,2440.0,N
NSW,Kempsey Hospital,Kempsey District Hospital,River St,WEST KEMPSEY,2440.0,A
NSW,Kempsey South,Melville Community Centre,Albert St,SOUTH KEMPSEY,2440.0,A
NSW,Kempsey West,West Kempsey Public School Hall,Marsh St,WEST KEMPSEY,2440.0,N
NSW,Kinchela,Kinchela Public School,Kinchela Creek Rd,KINCHELA,2440.0,N
NSW,Korora,Korora Public School,Korora School Rd,KORORA,2450.0,A
NSW,Kundabung,Kundabung Hall,Kundabung Rd,KUNDABUNG,2441.0,N
NSW,Lowanna,Lowanna Public School,Coramba Rd,LOWANNA,2450.0,N
NSW,Macksville,Macksville Senior Citizens Hall,Matilda St,MACKSVILLE,2447.0,F
NSW,Medlow,Medlow Public School,Taylors Arm Rd,TAYLORS ARM,2447.0,N
NSW,Missabotti,Missabotti Community Hall,Missabotti Rd,MISSABOTTI,2449.0,N
NSW,Moonee Beach,Moonee Beach Community Hall,Moonee Beach Rd,MOONEE BEACH,2450.0,N
NSW,Mullaway,Mullaway Public School,Old Pacific Hwy,MULLAWAY,2456.0,A
NSW,Mylestom,Mylestom Hall,River St,MYLESTOM,2454.0,A
NSW,Nambucca Heads,Nambucca Heads Entertainment Centre,Ridge St,NAMBUCCA HEADS,2448.0,N
NSW,Nana Glen,Nana Glen Public School,Grafton Rd,NANA GLEN,2450.0,A
NSW,Newville,Frank Partridge Public School,Centenary Pde,NEWVILLE,2448.0,F
NSW,Pembrooke,Pembrooke Hall,Pembrooke Rd,PEMBROOKE,2446.0,N
NSW,Port Macquarie North Shore,North Shore Rural Fire Brigade,Shoreline Dr,PORT MACQUARIE,2444.0,N
NSW,Raleigh,Raleigh Public School,North St,RALEIGH,2454.0,N
NSW,Repton,Repton Bushfire Brigade,Forest Dr,REPTON,2454.0,A
NSW,Rollands Plains,Rollands Plains Community Hall,Rollands Plains Rd,ROLLANDS PLAINS,2441.0,N
NSW,Sandy Beach,Sandy Beach Public School,Old Pacific Hwy,SANDY BEACH,2456.0,F
NSW,Sawtell,Sawtell Public School,Coronation Ave,SAWTELL,2452.0,A
NSW,Scotts Head,Scotts Head Surf Club Hall,Reserve,SCOTTS HEAD,2447.0,N
NSW,Smithtown,Smithtown Public School,Cannane St,SMITHTOWN,2440.0,N
NSW,South West Rocks,South West Rocks School of Arts Hall,Gregory St,SOUTH WEST ROCKS,2431.0,A
NSW,South West Rocks South,South West Rocks Anglican Church Hall,Mcintyre St,SOUTH WEST ROCKS,2431.0,A
NSW,Stuarts Point,Stuarts Point Community Hall,Marine Pde,STUARTS POINT,2441.0,N
NSW,Telegraph Point,Telegraph Point Public School,Mooney St,TELEGRAPH POINT,2441.0,A
NSW,Thora,Thora Community Hall,Thora Rd,THORA,2454.0,N
NSW,Toormina,Toormina High School,Armstrong Dr,TOORMINA,2452.0,A
NSW,Ulong,Ulong Public School,Hutchinson St,ULONG,2450.0,N
NSW,Upper Orara,Upper Orara Public School,Orara Rd,UPPER ORARA,2450.0,N
NSW,Urunga,Urunga Public School,Bonville St,URUNGA,2455.0,A
NSW,Utungun,Utungun Hall,South Bank Rd,UTUNGUN,2447.0,N
NSW,Valla Beach,Valla Beach Community Hall,Valla Beach Rd,VALLA BEACH,2448.0,N
NSW,Warrell Creek,Warrell Creek Hall,Old Pacific Hwy,WARRELL CREEK,2447.0,N
NSW,Willawarrin,Willawarrin Public School,Armidale Rd,WILLAWARRIN,2440.0,N
NSW,Woolgoolga,Woolgoolga Public School,Scarborough St,WOOLGOOLGA,2456.0,F
NSW,Yarras,Yarras Public School,Forbes River Rd,YARRAS,2446.0,N
NSW,Austinmer,Austinmer Primary School,90 Lawrence Hargrave Dr,AUSTINMER,2515.0,N
NSW,Balgownie,Balgownie Primary School,Balgownie Rd,BALGOWNIE,2519.0,A
NSW,Balgownie Central,Balgownie Community Centre,113 Balgownie Rd,BALGOWNIE,2519.0,A
NSW,Bellambi,Holy Spirit College,2 Cawley St,BELLAMBI,2518.0,F
NSW,Bulli,Bulli Primary School,Haig St,BULLI,2516.0,F
NSW,Bulli Central,Police & Community Youth Club,253 Princes Hwy,BULLI,2516.0,F
NSW,Bulli Hospital,Bulli Hospital,Hospital Rd,BULLI,2516.0,F
NSW,Coledale,Coledale Primary School,699 Lawrence Hargrave Dr,COLEDALE,2515.0,N
NSW,Coniston,Coniston Primary School,Auburn St,CONISTON,2500.0,A
NSW,Corrimal,Corrimal Anglican Church Hall,121 Princes Hwy,CORRIMAL,2518.0,A
NSW,Corrimal East,Corrimal High School,Murray Rd,CORRIMAL,2518.0,A
NSW,Fairy Meadow,Fairy Meadow Demonstration School,Princes Hwy,FAIRY MEADOW,2519.0,N
NSW,Fairy Meadow South,Wollongong High School,Lysaght St,FAIRY MEADOW,2519.0,N
NSW,Figtree,Figtree Primary School,Gibsons Rd,FIGTREE,2525.0,A
NSW,Figtree Heights,Figtree Heights Primary School,St Georges Ave,FIGTREE,2525.0,N
NSW,Gwynneville,Gwynneville Primary School,Acacia St,GWYNNEVILLE,2500.0,N
NSW,Keiraville,Keiraville Primary School,Gipps Rd,KEIRAVILLE,2500.0,N
NSW,Lindsay Park,Lindsay Park Primary School,Thames St,WEST WOLLONGONG,2500.0,N
NSW,Mount Keira,Edmund Rice College,112 Mt Keira Rd,MOUNT KEIRA,2500.0,A
NSW,Mount Kembla,Mount Kembla Primary School,Cordeaux Rd,MOUNT KEMBLA,2526.0,N
NSW,Mount Ousley,Mount Ousley Primary School,McGrath St,FAIRY MEADOW,2519.0,N
NSW,Mount Saint Thomas,Mount Saint Thomas Primary School,Taronga Ave,MOUNT SAINT THOMAS,2500.0,N
NSW,Reidtown,Eddy's Annexe,cnr Towradgi Rd & Princes Hwy,FAIRY MEADOW,2519.0,N
NSW,Russell Vale,Russell Vale Primary School,Terania St,RUSSELL VALE,2517.0,N
NSW,Scarborough,Scarborough Primary School,Lawrence Hargrave Dr,SCARBOROUGH,2515.0,N
NSW,Smith's Hill,Smith's Hill High School,cnr Campbell St & Keira St,WOLLONGONG,2500.0,N
NSW,Tarrawanna,Tarrawanna Primary School,Meadow St,TARRAWANNA,2518.0,A
NSW,Thirroul,Thirroul Uniting Church Hall,Lachlan St,THIRROUL,2515.0,N
NSW,Thirroul East,Thirroul Neighbourhood Centre,256 Lawrence Hargrave Dr,THIRROUL,2515.0,A
NSW,Towradgi,Towradgi Primary School,Carters La,TOWRADGI,2518.0,N
NSW,Towradgi East,Towradgi Park Village,17A Murranar Rd,TOWRADGI,2518.0,F
NSW,Unanderra,Unanderra Public School,Derribong Drive,CORDEAUX HEIGHTS,2526.0,A
NSW,Unanderra Central,St Pius X School Hall,Cummins St,UNANDERRA,2526.0,A
NSW,Wollongong,Wollongong Town Hall Community Hall,Crown St,WOLLONGONG,2500.0,F
NSW,Wollongong Central,Illawarra Inst. of Technology (West W'gong),Rawlinson Ave,WOLLONGONG,2500.0,F
NSW,Wollongong Hospital,Wollongong Hospital,Crown St,WOLLONGONG,2500.0,A
NSW,Wollongong West,St Therese School Hall,Powell St,WEST WOLLONGONG,2500.0,A
