state,electorate,polling_place,polling_place_raw,yes_or_no,yes_n,yes_p,no_n,no_p,formal_n,formal_p,informal_n,informal_p,total_n,total_p
QLD,Fadden,PRE_POLL,PRE_POLL,No,1209,0.39380000000000004,1861,0.6062,3070,0.9954999999999999,14,0.0045000000000000005,3084,0.0405
QLD,Fadden,PROVISIONAL,PROVISIONAL,No,167,0.3465,315,0.6535,482,0.9856999999999999,7,0.0143,489,0.0064
QLD,Fadden,Division Summary,Division Summary,No,27951,0.3696,47674,0.6304,75625,0.9924,582,0.0076,76207,0.9408
QLD,Fairfax,Bli Bli,Bli Bli,No,921,0.365,1602,0.635,2523,0.9948999999999999,13,0.0051,2536,0.0342
QLD,Fairfax,Boreen Point,Boreen Point,No,135,0.43689999999999996,174,0.5631,309,0.9841,5,0.0159,314,0.0042
QLD,Fairfax,Brisbane City,Brisbane City (Fairfax),Yes,48,0.5455,40,0.4545,88,0.9778,2,0.0222,90,0.0012
QLD,Fairfax,Burnside,Burnside,No,566,0.3245,1178,0.6755,1744,0.9937,11,0.0063,1755,0.023700000000000002
QLD,Fairfax,Chatsworth,Chatsworth,No,119,0.2633,333,0.7367,452,0.9934000000000001,3,0.0066,455,0.0060999999999999995
QLD,Fairfax,Coolum,Coolum,Yes,174,0.5147999999999999,164,0.4852,338,0.9971,1,0.0029,339,0.0046
QLD,Fairfax,Coolum Beach,Coolum Beach,No,1937,0.4885,2028,0.5115,3965,0.9904999999999999,38,0.0095,4003,0.0541
QLD,Fairfax,Cooran,Cooran,No,272,0.43450000000000005,354,0.5655,626,0.9952,3,0.0048,629,0.0085
QLD,Fairfax,Cooroy,Cooroy,No,1106,0.3688,1893,0.6312,2999,0.9934000000000001,20,0.0066,3019,0.0408
QLD,Fairfax,Deep Creek,Deep Creek,No,99,0.2683,270,0.7317,369,0.9814,7,0.018600000000000002,376,0.0051
QLD,Fairfax,Eumundi,Eumundi,No,757,0.39840000000000003,1143,0.6015999999999999,1900,0.9901000000000001,19,0.009899999999999999,1919,0.0259
QLD,Fairfax,Federal,Federal,No,61,0.2837,154,0.7162999999999999,215,0.9954000000000001,1,0.0046,216,0.0029
QLD,Fairfax,Goomboorian,Goomboorian,No,119,0.2361,385,0.7639,504,0.9941,3,0.0059,507,0.0068000000000000005
QLD,Fairfax,Gympie City,Gympie City,No,577,0.2868,1435,0.7132,2012,0.9954999999999999,9,0.0045000000000000005,2021,0.0273
QLD,Fairfax,Gympie High School,Gympie High School,No,440,0.2863,1097,0.7137,1537,0.991,14,0.009000000000000001,1551,0.0209
QLD,Fairfax,Gympie North,Gympie North,No,482,0.2552,1407,0.7448,1889,0.9937,12,0.0063,1901,0.025699999999999997
QLD,Fairfax,Gympie South Side,Gympie South Side,No,667,0.2958,1588,0.7042,2255,0.9890000000000001,25,0.011000000000000001,2280,0.0308
QLD,Fairfax,Gympie West,Gympie West,No,292,0.27699999999999997,762,0.723,1054,0.9906,10,0.009399999999999999,1064,0.0144
QLD,Fairfax,Imbil,Imbil,No,189,0.2432,588,0.7568,777,0.9923000000000001,6,0.0077,783,0.0106
QLD,Fairfax,Jones Hill,Jones Hill,No,281,0.30579999999999996,638,0.6942,919,0.9945999999999999,5,0.0054,924,0.0125
QLD,Fairfax,Kandanga,Kandanga,No,99,0.2245,342,0.7755,441,1.0,0,0.0,441,0.006
QLD,Fairfax,Kenilworth,Kenilworth,No,183,0.29710000000000003,433,0.7029000000000001,616,0.9934999999999999,4,0.006500000000000001,620,0.0084
QLD,Fairfax,Kin Kin,Kin Kin,No,119,0.3563,215,0.6437,334,0.9882,4,0.0118,338,0.0046
QLD,Fairfax,Kureelpa,Kureelpa,No,173,0.3689,296,0.6311,469,0.9958,2,0.0042,471,0.0064
QLD,Fairfax,Kybong,Kybong,No,98,0.2722,262,0.7278,360,0.9945,2,0.0055000000000000005,362,0.0049
QLD,Fairfax,Lake Cooroibah,Lake Cooroibah,No,24,0.3429,46,0.6570999999999999,70,1.0,0,0.0,70,0.0009
QLD,Fairfax,Mapleton,Mapleton,No,409,0.39520000000000005,626,0.6048,1035,0.9923000000000001,8,0.0077,1043,0.0141
QLD,Fairfax,Monkland,Monkland,No,196,0.2908,478,0.7092,674,0.9984999999999999,1,0.0015,675,0.0091
QLD,Fairfax,Montville,Montville (Fairfax),No,244,0.45439999999999997,293,0.5456,537,0.9981,1,0.0019,538,0.0073
QLD,Fairfax,Mothar Mountain,Mothar Mountain,No,55,0.2511,164,0.7489,219,0.9954999999999999,1,0.0045000000000000005,220,0.003
QLD,Fairfax,Mount Coolum,Mount Coolum,No,499,0.47840000000000005,544,0.5216,1043,0.9924,8,0.0076,1051,0.014199999999999999
QLD,Fairfax,Mudjimba,Mudjimba,No,401,0.4113,574,0.5887,975,0.998,2,0.002,977,0.0132
QLD,Fairfax,Nambour,Nambour,No,771,0.3383,1508,0.6617000000000001,2279,0.9917,19,0.0083,2298,0.031
QLD,Fairfax,Nambour Heights,Nambour Heights,No,269,0.2999,628,0.7001000000000001,897,0.9967,3,0.0033,900,0.012199999999999999
QLD,Fairfax,Nambour Hospital,Nambour Hospital,No,348,0.3803,567,0.6197,915,0.9934999999999999,6,0.006500000000000001,921,0.0124
QLD,Fairfax,Nambour South,Nambour South,No,447,0.3503,829,0.6496999999999999,1276,0.993,9,0.006999999999999999,1285,0.0174
QLD,Fairfax,Noosa Heads,Noosa Heads,Yes,1892,0.5379999999999999,1625,0.462,3517,0.9937999999999999,22,0.0062,3539,0.0478
QLD,Fairfax,Noosaville,Noosaville,No,1391,0.4509,1694,0.5490999999999999,3085,0.991,28,0.009000000000000001,3113,0.042
QLD,Fairfax,Noosaville East,Noosaville East,No,559,0.4548,670,0.5452,1229,0.9926999999999999,9,0.0073,1238,0.0167
QLD,Fairfax,Noosaville West,Noosaville West,No,585,0.40399999999999997,863,0.596,1448,0.9952,7,0.0048,1455,0.0196
QLD,Fairfax,North Arm,North Arm,No,79,0.345,150,0.655,229,0.9913,2,0.0087,231,0.0031
QLD,Fairfax,Pacific Paradise,Pacific Paradise,No,562,0.3616,992,0.6384000000000001,1554,0.9948999999999999,8,0.0051,1562,0.021099999999999997
QLD,Fairfax,Peregian Beach,Peregian Beach,Yes,849,0.5093,818,0.4907,1667,0.9923000000000001,13,0.0077,1680,0.0227
QLD,Fairfax,Pie Creek,Pie Creek,No,85,0.2443,263,0.7556999999999999,348,0.9943000000000001,2,0.005699999999999999,350,0.004699999999999999
QLD,Fairfax,Pomona,Pomona,No,535,0.3948,820,0.6052000000000001,1355,0.9948999999999999,7,0.0051,1362,0.0184
QLD,Fairfax,Tewantin,Tewantin,No,1796,0.4111,2573,0.5889,4369,0.9915999999999999,37,0.0084,4406,0.059500000000000004
QLD,Fairfax,Veteran,Veteran,No,82,0.2671,225,0.7329000000000001,307,0.9968,1,0.0032,308,0.0042
QLD,Fairfax,Wolvi,Wolvi,No,82,0.2867,204,0.7132999999999999,286,0.9895999999999999,3,0.0104,289,0.0039000000000000003
QLD,Fairfax,Yandina,Yandina,No,925,0.3632,1622,0.6368,2547,0.9922,20,0.0078000000000000005,2567,0.0347
QLD,Fairfax,Special Hospitals,Special Hospitals,No,146,0.22640000000000002,499,0.7736,645,0.9802,13,0.019799999999999998,658,0.0089
QLD,Fairfax,Total Ordinary,Total Ordinary,No,23243,0.37729999999999997,38365,0.6227,61608,0.9926999999999999,453,0.0073,62061,0.838
QLD,Fairfax,ABSENT,ABSENT,No,2066,0.39399999999999996,3178,0.606,5244,0.9943000000000001,30,0.005699999999999999,5274,0.0712
QLD,Fairfax,POSTAL,POSTAL,No,757,0.3135,1658,0.6865000000000001,2415,0.9967,8,0.0033,2423,0.0327
QLD,Fairfax,PRE_POLL,PRE_POLL,No,1505,0.3924,2330,0.6076,3835,0.9943000000000001,22,0.005699999999999999,3857,0.0521
QLD,Fairfax,PROVISIONAL,PROVISIONAL,No,170,0.3864,270,0.6136,440,0.9865,6,0.013500000000000002,446,0.006
QLD,Fairfax,Division Summary,Division Summary,No,27741,0.3772,45801,0.6228,73542,0.993,519,0.006999999999999999,74061,0.9456
NSW,Farrer,Albury East,Albury East,No,358,0.3761,594,0.6239,952,0.9886,11,0.011399999999999999,963,0.013500000000000002
NSW,Farrer,Albury High School,Albury High School,No,1084,0.4852,1150,0.5147999999999999,2234,0.9933,15,0.0067,2249,0.0315
NSW,Farrer,Albury Mercy Hospital,Albury Mercy Hospital,No,41,0.3504,76,0.6496,117,1.0,0,0.0,117,0.0016
NSW,Farrer,Albury North,Albury North,No,641,0.3642,1119,0.6358,1760,0.9915,15,0.0085,1775,0.024900000000000002
NSW,Farrer,Albury North Central,Albury North Central,No,507,0.33140000000000003,1023,0.6686,1530,0.9929000000000001,11,0.0070999999999999995,1541,0.0216
NSW,Farrer,Albury South,Albury South,No,640,0.42700000000000005,859,0.573,1499,0.9926999999999999,11,0.0073,1510,0.0212
NSW,Farrer,Albury West,Albury West,No,799,0.4412,1012,0.5588000000000001,1811,0.9884999999999999,21,0.0115,1832,0.025699999999999997
NSW,Farrer,Balldale,Balldale,No,29,0.24789999999999998,88,0.7521,117,0.9915,1,0.0085,118,0.0017000000000000001
NSW,Farrer,Balranald,Balranald,No,315,0.3383,616,0.6617000000000001,931,0.9947,5,0.0053,936,0.0131
NSW,Farrer,Barham,Barham,No,283,0.257,818,0.743,1101,0.991,10,0.009000000000000001,1111,0.015600000000000001
NSW,Farrer,Barooga,Barooga,No,310,0.33549999999999996,614,0.6645,924,0.9968,3,0.0032,927,0.013000000000000001
NSW,Farrer,Berrigan,Berrigan,No,213,0.2305,711,0.7695000000000001,924,0.9945999999999999,5,0.0054,929,0.013000000000000001
NSW,Farrer,Blighty,Blighty,No,34,0.2208,120,0.7792,154,0.9872,2,0.0128,156,0.0022
NSW,Farrer,Boree Creek,Boree Creek,No,25,0.1748,118,0.8251999999999999,143,0.9931,1,0.0069,144,0.002
NSW,Farrer,Brocklesby,Brocklesby,No,28,0.22399999999999998,97,0.7759999999999999,125,0.9921,1,0.0079,126,0.0018
NSW,Farrer,Bunnaloo,Bunnaloo,No,26,0.22219999999999998,91,0.7778,117,0.9915,1,0.0085,118,0.0017000000000000001
NSW,Farrer,Buronga,Buronga,No,258,0.306,585,0.6940000000000001,843,0.9953,4,0.004699999999999999,847,0.011899999999999999
NSW,Farrer,Burrumbuttock,Burrumbuttock,No,48,0.2297,161,0.7703,209,0.9952,1,0.0048,210,0.0029
NSW,Farrer,Caldwell,Caldwell,No,19,0.48719999999999997,20,0.5128,39,1.0,0,0.0,39,0.0005
NSW,Farrer,Carabost,Carabost,No,13,0.2889,32,0.7111,45,1.0,0,0.0,45,0.0006
NSW,Farrer,Conargo,Conargo,No,30,0.3093,67,0.6907,97,1.0,0,0.0,97,0.0014000000000000002
NSW,Farrer,Cookardinia,Cookardinia,No,11,0.1864,48,0.8136,59,1.0,0,0.0,59,0.0008
NSW,Farrer,Corowa,Corowa,No,741,0.3741,1240,0.6259,1981,0.992,16,0.008,1997,0.027999999999999997
NSW,Farrer,Corowa Hospital,Corowa Hospital,No,341,0.3494,635,0.6506000000000001,976,0.9929000000000001,7,0.0070999999999999995,983,0.0138
NSW,Farrer,Corowa South,Corowa South,No,235,0.37420000000000003,393,0.6258,628,0.9937,4,0.0063,632,0.0089
NSW,Farrer,Culcairn,Culcairn,No,236,0.27899999999999997,610,0.721,846,0.9976,2,0.0024,848,0.011899999999999999
