state,polling_place,yes_n,no_n,formal_n,informal_n,total_n,yes_p,no_p,formal_p,informal_p
NSW,Petersham,1472,771,2243,33,2276,0.6563,0.3437,0.9855,0.0145
NSW,Petersham East,396,237,633,12,645,0.6256,0.3744,0.9814,0.0186
NSW,Petersham North,284,91,375,1,376,0.7573,0.2427,0.9973,0.0027
NSW,Picnic Point North,922,1154,2076,10,2086,0.4441,0.5559,0.9952,0.0048
NSW,Picton,859,1254,2113,15,2128,0.4065,0.5935,0.993,0.007
NSW,Piggabeen,237,344,581,3,584,0.4079,0.5921,0.9949,0.0051
NSW,Pilliga,24,123,147,0,147,0.1633,0.8367,1.0,0.0
NSW,Pimlico,44,88,132,3,135,0.3333,0.6667,0.9778,0.0222
NSW,Pine Ridge,27,61,88,1,89,0.3068,0.6932,0.9888,0.0112
NSW,Pitt Row,602,634,1236,12,1248,0.4871,0.5129,0.9904,0.0096
NSW,Pitt Town,346,683,1029,10,1039,0.3362,0.6638,0.9904,0.0096
NSW,Pittown,322,412,734,6,740,0.4387,0.5613,0.9919,0.0081
NSW,Plattsburg,912,1248,2160,31,2191,0.4222,0.5778,0.9859,0.0141
NSW,Pleasant Hills,19,58,77,0,77,0.2468,0.7532,1.0,0.0
NSW,Plumpton,1797,2081,3878,45,3923,0.4634,0.5366,0.9885,0.0115
NSW,Plunkett Street,543,397,940,11,951,0.5777,0.4223,0.9884,0.0116
NSW,Point Clare,1133,1353,2486,17,2503,0.4558,0.5442,0.9932,0.0068
NSW,Pokolbin,110,99,209,1,210,0.5263,0.4737,0.9952,0.0048
NSW,Pomona,22,72,94,1,95,0.234,0.766,0.9895,0.0105
NSW,Ponyara Road,737,677,1414,13,1427,0.5212,0.4788,0.9909,0.0091
NSW,Pooncarie,8,73,81,0,81,0.0988,0.9012,1.0,0.0
NSW,Port Kembla,356,240,596,6,602,0.5973,0.4027,0.99,0.01
NSW,Port Kembla Central,893,728,1621,38,1659,0.5509,0.4491,0.9771,0.0229
NSW,Port Macquarie Central,520,756,1276,12,1288,0.4075,0.5925,0.9907,0.0093
NSW,Port Macquarie Civic,882,1148,2030,12,2042,0.4345,0.5655,0.9941,0.0059
NSW,Port Macquarie East,1638,2415,4053,21,4074,0.4041,0.5959,0.9948,0.0052
NSW,Port Macquarie Hospital,185,283,468,1,469,0.3953,0.6047,0.9979,0.0021
NSW,Port Macquarie North Shore,136,185,321,4,325,0.4237,0.5763,0.9877,0.0123
NSW,Port Macquarie South,1048,1304,2352,10,2362,0.4456,0.5544,0.9958,0.0042
NSW,Port Macquarie West,1395,2448,3843,34,3877,0.363,0.637,0.9912,0.0088
NSW,Portland,434,817,1251,12,1263,0.3469,0.6531,0.9905,0.0095
NSW,Potts Point,1941,899,2840,18,2858,0.6835,0.3165,0.9937,0.0063
NSW,Pottsville Beach,736,780,1516,9,1525,0.4855,0.5145,0.9941,0.0059
NSW,Pound Hill,563,880,1443,13,1456,0.3902,0.6098,0.9911,0.0089
NSW,Prairievale,1460,1183,2643,28,2671,0.5524,0.4476,0.9895,0.0105
NSW,Premer,15,78,93,9,102,0.1613,0.8387,0.9118,0.0882
NSW,Prestons,1374,1558,2932,38,2970,0.4686,0.5314,0.9872,0.0128
NSW,Prestons West,561,594,1155,3,1158,0.4857,0.5143,0.9974,0.0026
NSW,Pretty Beach,360,299,659,6,665,0.5463,0.4537,0.991,0.009
NSW,Pretty Pine,30,91,121,0,121,0.2479,0.7521,1.0,0.0
NSW,Primbee,448,539,987,14,1001,0.4539,0.5461,0.986,0.014
NSW,Prince Alfred Hospital,310,139,449,3,452,0.6904,0.3096,0.9934,0.0066
NSW,Prince Edward Park,318,297,615,4,619,0.5171,0.4829,0.9935,0.0065
NSW,Prince Henry Hospital,325,356,681,2,683,0.4772,0.5228,0.9971,0.0029
NSW,Prince Of Wales,138,117,255,3,258,0.5412,0.4588,0.9884,0.0116
NSW,Prison Mobiles,17,12,29,0,29,0.5862,0.4138,1.0,0.0
NSW,Prospect,105,104,209,4,213,0.5024,0.4976,0.9812,0.0188
NSW,Punchbowl,2322,2410,4732,100,4832,0.4907,0.5093,0.9793,0.0207
NSW,Punchbowl Central,977,1024,2001,34,2035,0.4883,0.5117,0.9833,0.0167
NSW,Purfleet,64,78,142,0,142,0.4507,0.5493,1.0,0.0
NSW,Purlewaugh,42,110,152,1,153,0.2763,0.7237,0.9935,0.0065
NSW,Putney,1575,1297,2872,21,2893,0.5484,0.4516,0.9927,0.0073
NSW,Pymble,393,287,680,5,685,0.5779,0.4221,0.9927,0.0073
NSW,Pymble North,1256,1042,2298,10,2308,0.5466,0.4534,0.9957,0.0043
NSW,Pymble West,1139,961,2100,14,2114,0.5424,0.4576,0.9934,0.0066
NSW,Pyrmont,765,388,1153,3,1156,0.6635,0.3365,0.9974,0.0026
NSW,Quaama,140,173,313,0,313,0.4473,0.5527,1.0,0.0
NSW,Quakers Hill,1096,1384,2480,36,2516,0.4419,0.5581,0.9857,0.0143
NSW,Quakers Hill East,1735,1909,3644,44,3688,0.4761,0.5239,0.9881,0.0119
NSW,Quakers Hill North,1335,1406,2741,24,2765,0.487,0.513,0.9913,0.0087
NSW,Quambone,22,67,89,0,89,0.2472,0.7528,1.0,0.0
NSW,Quandialla,64,158,222,1,223,0.2883,0.7117,0.9955,0.0045
NSW,Queanbeyan,1039,1051,2090,24,2114,0.4971,0.5029,0.9886,0.0114
NSW,Queanbeyan Central,906,764,1670,21,1691,0.5425,0.4575,0.9876,0.0124
NSW,Queanbeyan East,1029,829,1858,24,1882,0.5538,0.4462,0.9872,0.0128
NSW,Queanbeyan High,781,635,1416,19,1435,0.5516,0.4484,0.9868,0.0132
NSW,Queanbeyan Hospital,344,327,671,11,682,0.5127,0.4873,0.9839,0.0161
NSW,Queanbeyan North,683,647,1330,16,1346,0.5135,0.4865,0.9881,0.0119
NSW,Queanbeyan South,1715,1864,3579,52,3631,0.4792,0.5208,0.9857,0.0143
NSW,Queanbeyan West,807,777,1584,17,1601,0.5095,0.4905,0.9894,0.0106
NSW,Queenscliff,924,584,1508,15,1523,0.6127,0.3873,0.9902,0.0098
NSW,Quirindi,545,1500,2045,11,2056,0.2665,0.7335,0.9946,0.0054
NSW,RAAF Richmond,58,103,161,1,162,0.3602,0.6398,0.9938,0.0062
NSW,RSL Retirement Village,245,526,771,8,779,0.3178,0.6822,0.9897,0.0103
NSW,Rachel Forster Hospital,778,579,1357,18,1375,0.5733,0.4267,0.9869,0.0131
NSW,Raglan,288,508,796,1,797,0.3618,0.6382,0.9987,0.0013
NSW,Raleigh,122,225,347,3,350,0.3516,0.6484,0.9914,0.0086
NSW,Ramsgate North,881,1075,1956,18,1974,0.4504,0.5496,0.9909,0.0091
NSW,Rand,39,145,184,0,184,0.212,0.788,1.0,0.0
NSW,Randwick,979,681,1660,17,1677,0.5898,0.4102,0.9899,0.0101
NSW,Randwick East,604,409,1013,8,1021,0.5962,0.4038,0.9922,0.0078
NSW,Randwick Girls High,1077,745,1822,25,1847,0.5911,0.4089,0.9865,0.0135
NSW,Randwick North,1580,1112,2692,21,2713,0.5869,0.4131,0.9923,0.0077
NSW,Rankins Springs,44,136,180,2,182,0.2444,0.7556,0.989,0.011
NSW,Rappville,32,116,148,1,149,0.2162,0.7838,0.9933,0.0067
NSW,Rathmines,1116,1232,2348,18,2366,0.4753,0.5247,0.9924,0.0076
NSW,Rawson,383,481,864,11,875,0.4433,0.5567,0.9874,0.0126
NSW,Raymond Terrace,624,997,1621,23,1644,0.3849,0.6151,0.986,0.014
NSW,Raymond Terrace Central,629,1024,1653,13,1666,0.3805,0.6195,0.9922,0.0078
NSW,Raymond Terrace East,610,849,1459,11,1470,0.4181,0.5819,0.9925,0.0075
NSW,Raymond Terrace North,503,934,1437,13,1450,0.35,0.65,0.991,0.009
NSW,Red Range,18,119,137,1,138,0.1314,0.8686,0.9928,0.0072
NSW,Red Rock,76,87,163,0,163,0.4663,0.5337,1.0,0.0
NSW,Redfern,930,977,1907,23,1930,0.4877,0.5123,0.9881,0.0119
NSW,Redfern East,938,847,1785,34,1819,0.5255,0.4745,0.9813,0.0187
NSW,Redhead,930,881,1811,11,1822,0.5135,0.4865,0.994,0.006
NSW,Rees Avenue,250,672,922,6,928,0.2711,0.7289,0.9935,0.0065
NSW,Regents Park,727,692,1419,28,1447,0.5123,0.4877,0.9806,0.0194
NSW,Regentville,640,937,1577,18,1595,0.4058,0.5942,0.9887,0.0113
NSW,Reids Flat,23,89,112,0,112,0.2054,0.7946,1.0,0.0
NSW,Reidtown,458,477,935,11,946,0.4898,0.5102,0.9884,0.0116
NSW,Rennie,21,64,85,0,85,0.2471,0.7529,1.0,0.0
NSW,Repton,116,91,207,2,209,0.5604,0.4396,0.9904,0.0096
NSW,Revesby,823,966,1789,24,1813,0.46,0.54,0.9868,0.0132
NSW,Revesby North,1412,1693,3105,49,3154,0.4548,0.5452,0.9845,0.0155
NSW,Revesby South,1061,1329,2390,20,2410,0.4439,0.5561,0.9917,0.0083
NSW,Rhodes,130,157,287,1,288,0.453,0.547,0.9965,0.0035
NSW,Richmond,835,1405,2240,14,2254,0.3728,0.6272,0.9938,0.0062
NSW,Richmond High,199,377,576,4,580,0.3455,0.6545,0.9931,0.0069
NSW,Ringrose,1062,1312,2374,38,2412,0.4473,0.5527,0.9842,0.0158
NSW,Riverside,1611,917,2528,35,2563,0.6373,0.3627,0.9863,0.0137
NSW,Riverside North,859,493,1352,22,1374,0.6354,0.3646,0.984,0.016
NSW,Riverstone,559,1156,1715,21,1736,0.3259,0.6741,0.9879,0.0121
NSW,Riverstone East,568,1091,1659,32,1691,0.3424,0.6576,0.9811,0.0189
NSW,Riverwood North,686,817,1503,30,1533,0.4564,0.5436,0.9804,0.0196
NSW,Riverwood South,745,815,1560,9,1569,0.4776,0.5224,0.9943,0.0057
NSW,Robert Townson,1508,1868,3376,27,3403,0.4467,0.5533,0.9921,0.0079
NSW,Robertson,387,541,928,7,935,0.417,0.583,0.9925,0.0075
NSW,Rockdale,1005,785,1790,31,1821,0.5615,0.4385,0.983,0.017
NSW,Rockdale Central,941,750,1691,24,1715,0.5565,0.4435,0.986,0.014
NSW,Rockdale Park,509,461,970,21,991,0.5247,0.4753,0.9788,0.0212
NSW,Rockdale West,1030,845,1875,40,1915,0.5493,0.4507,0.9791,0.0209
NSW,Rockley,66,180,246,0,246,0.2683,0.7317,1.0,0.0
NSW,Rocky River,80,132,212,1,213,0.3774,0.6226,0.9953,0.0047
NSW,Rollands Plains,54,105,159,2,161,0.3396,0.6604,0.9876,0.0124
NSW,Rondelay,1006,1192,2198,16,2214,0.4577,0.5423,0.9928,0.0072
NSW,Rookhurst,28,70,98,0,98,0.2857,0.7143,1.0,0.0
NSW,Rooty Hill North,1396,1791,3187,56,3243,0.438,0.562,0.9827,0.0173
NSW,Rooty Hill South,797,895,1692,16,1708,0.471,0.529,0.9906,0.0094
NSW,Rose Bay,1207,997,2204,27,2231,0.5476,0.4524,0.9879,0.0121
NSW,Rose Bay Central,632,475,1107,10,1117,0.5709,0.4291,0.991,0.009
NSW,Rosebank,165,61,226,2,228,0.7301,0.2699,0.9912,0.0088
NSW,Rosebery,726,521,1247,18,1265,0.5822,0.4178,0.9858,0.0142
NSW,Rosehill,608,560,1168,22,1190,0.5205,0.4795,0.9815,0.0185
NSW,Rosemeadow,1243,1732,2975,46,3021,0.4178,0.5822,0.9848,0.0152
NSW,Roseville,831,581,1412,8,1420,0.5885,0.4115,0.9944,0.0056
NSW,Roseville Chase,600,520,1120,10,1130,0.5357,0.4643,0.9912,0.0088
NSW,Roseville East,487,273,760,0,760,0.6408,0.3592,1.0,0.0
NSW,Roseville South,834,538,1372,11,1383,0.6079,0.3921,0.992,0.008
NSW,Rosewood,43,125,168,0,168,0.256,0.744,1.0,0.0
NSW,Roslyn Gardens,675,399,1074,11,1085,0.6285,0.3715,0.9899,0.0101
NSW,Ross Hill,475,1220,1695,6,1701,0.2802,0.7198,0.9965,0.0035
NSW,Rossmore,485,744,1229,20,1249,0.3946,0.6054,0.984,0.016
NSW,Rous,164,254,418,0,418,0.3923,0.6077,1.0,0.0
NSW,Rouse Hill,526,961,1487,10,1497,0.3537,0.6463,0.9933,0.0067
NSW,Rowena,25,55,80,0,80,0.3125,0.6875,1.0,0.0
NSW,Royal North Shore Hospital,222,134,356,3,359,0.6236,0.3764,0.9916,0.0084
NSW,Royal Ryde Homes,47,47,94,1,95,0.5,0.5,0.9895,0.0105
NSW,Rozelle,1972,846,2818,26,2844,0.6998,0.3002,0.9909,0.0091
NSW,Rugby,19,42,61,1,62,0.3115,0.6885,0.9839,0.0161
NSW,Ruse,1424,1883,3307,33,3340,0.4306,0.5694,0.9901,0.0099
NSW,Russell Lea,745,551,1296,15,1311,0.5748,0.4252,0.9886,0.0114
NSW,Russell Vale,647,723,1370,10,1380,0.4723,0.5277,0.9928,0.0072
NSW,Rutherford,532,962,1494,12,1506,0.3561,0.6439,0.992,0.008
NSW,Rutherford North,920,1482,2402,32,2434,0.383,0.617,0.9869,0.0131
NSW,Rutherford West,200,393,593,7,600,0.3373,0.6627,0.9883,0.0117
NSW,Rydal,27,73,100,0,100,0.27,0.73,1.0,0.0
NSW,Rydalmere,679,831,1510,12,1522,0.4497,0.5503,0.9921,0.0079
NSW,Rydalmere North,1244,1204,2448,20,2468,0.5082,0.4918,0.9919,0.0081
NSW,Ryde,1982,1591,3573,52,3625,0.5547,0.4453,0.9857,0.0143
NSW,Ryde Central,530,531,1061,10,1071,0.4995,0.5005,0.9907,0.0093
NSW,Ryde East,1729,1454,3183,21,3204,0.5432,0.4568,0.9934,0.0066
NSW,Ryde Heights,294,259,553,11,564,0.5316,0.4684,0.9805,0.0195
NSW,Ryde Hospital,310,319,629,6,635,0.4928,0.5072,0.9906,0.0094
NSW,Ryde North,1776,1558,3334,37,3371,0.5327,0.4673,0.989,0.011
NSW,Ryde South,266,272,538,3,541,0.4944,0.5056,0.9945,0.0055
NSW,Rye Park,43,82,125,0,125,0.344,0.656,1.0,0.0
NSW,Rylstone,272,478,750,2,752,0.3627,0.6373,0.9973,0.0027
NSW,Sackville Street,942,1366,2308,22,2330,0.4081,0.5919,0.9906,0.0094
NSW,Sadleir,566,968,1534,21,1555,0.369,0.631,0.9865,0.0135
NSW,Salamander,412,431,843,8,851,0.4887,0.5113,0.9906,0.0094
NSW,Salamander Bay,685,925,1610,10,1620,0.4255,0.5745,0.9938,0.0062
NSW,Salisbury,8,65,73,1,74,0.1096,0.8904,0.9865,0.0135
NSW,Salt Ash,226,433,659,1,660,0.3429,0.6571,0.9985,0.0015
NSW,Samuel Gilbert,1854,1814,3668,26,3694,0.5055,0.4945,0.993,0.007
NSW,San Isidore,78,122,200,0,200,0.39,0.61,1.0,0.0
NSW,San Remo,844,1264,2108,24,2132,0.4004,0.5996,0.9887,0.0113
NSW,Sanctuary Point,1238,1779,3017,21,3038,0.4103,0.5897,0.9931,0.0069
NSW,Sandy Beach,751,808,1559,10,1569,0.4817,0.5183,0.9936,0.0064
NSW,Sandy Hollow,85,188,273,4,277,0.3114,0.6886,0.9856,0.0144
NSW,Sandy Point,141,169,310,1,311,0.4548,0.5452,0.9968,0.0032
NSW,Sans Souci,1094,1120,2214,35,2249,0.4941,0.5059,0.9844,0.0156
NSW,Sans Souci North,992,1163,2155,20,2175,0.4603,0.5397,0.9908,0.0092
NSW,Saratoga,818,1032,1850,15,1865,0.4422,0.5578,0.992,0.008
NSW,Sawtell,823,1151,1974,10,1984,0.4169,0.5831,0.995,0.005
NSW,Scarborough,98,85,183,2,185,0.5355,0.4645,0.9892,0.0108
NSW,Scaysbrook,259,593,852,4,856,0.304,0.696,0.9953,0.0047
NSW,Schofields,606,1013,1619,21,1640,0.3743,0.6257,0.9872,0.0128
NSW,Scone,457,862,1319,9,1328,0.3465,0.6535,0.9932,0.0068
NSW,Scone East,323,781,1104,7,1111,0.2926,0.7074,0.9937,0.0063
NSW,Scone High School,247,546,793,8,801,0.3115,0.6885,0.99,0.01
NSW,Scotland Island,147,59,206,2,208,0.7136,0.2864,0.9904,0.0096
NSW,Scotts Head,255,244,499,2,501,0.511,0.489,0.996,0.004
NSW,Seaforth,1494,1189,2683,20,2703,0.5568,0.4432,0.9926,0.0074
NSW,Seaforth East,1123,880,2003,17,2020,0.5607,0.4393,0.9916,0.0084
NSW,Seaham,385,525,910,9,919,0.4231,0.5769,0.9902,0.0098
NSW,Sefton,1260,1191,2451,32,2483,0.5141,0.4859,0.9871,0.0129
NSW,Settlement Shores,544,850,1394,12,1406,0.3902,0.6098,0.9915,0.0085
NSW,Seven Hills,851,999,1850,13,1863,0.46,0.54,0.993,0.007
NSW,Seven Hills High,689,1032,1721,24,1745,0.4003,0.5997,0.9862,0.0138
NSW,Seven Hills North,859,854,1713,21,1734,0.5015,0.4985,0.9879,0.0121
NSW,Seven Hills West,832,1141,1973,35,2008,0.4217,0.5783,0.9826,0.0174
NSW,Shalvey,613,1057,1670,18,1688,0.3671,0.6329,0.9893,0.0107
NSW,Shellharbour,1493,1430,2923,15,2938,0.5108,0.4892,0.9949,0.0051
NSW,Shelly Beach,1099,1327,2426,20,2446,0.453,0.547,0.9918,0.0082
NSW,Sherwood Grange,821,890,1711,31,1742,0.4798,0.5202,0.9822,0.0178
NSW,Shoal Bay,418,463,881,6,887,0.4745,0.5255,0.9932,0.0068
NSW,Shoalhaven Heads,888,1181,2069,18,2087,0.4292,0.5708,0.9914,0.0086
NSW,Shortland,556,800,1356,14,1370,0.41,0.59,0.9898,0.0102
NSW,Silverdale,179,429,608,12,620,0.2944,0.7056,0.9806,0.0194
NSW,Silverwater,482,455,937,16,953,0.5144,0.4856,0.9832,0.0168
NSW,Singleton,596,960,1556,13,1569,0.383,0.617,0.9917,0.0083
NSW,Singleton East,311,669,980,10,990,0.3173,0.6827,0.9899,0.0101
NSW,Singleton Heights,1179,1785,2964,16,2980,0.3978,0.6022,0.9946,0.0054
NSW,Singleton Military Camp,12,34,46,0,46,0.2609,0.7391,1.0,0.0
NSW,Singleton South,683,1369,2052,16,2068,0.3328,0.6672,0.9923,0.0077
NSW,Smith's Hill,1600,953,2553,26,2579,0.6267,0.3733,0.9899,0.0101
NSW,Smithfield,976,1252,2228,37,2265,0.4381,0.5619,0.9837,0.0163
NSW,Smithfield East,863,1047,1910,18,1928,0.4518,0.5482,0.9907,0.0093
NSW,Smithfield West,2047,2054,4101,73,4174,0.4991,0.5009,0.9825,0.0175
NSW,Smithtown,150,332,482,1,483,0.3112,0.6888,0.9979,0.0021
NSW,Sofala,27,61,88,0,88,0.3068,0.6932,1.0,0.0
NSW,Soldiers Point,384,463,847,6,853,0.4534,0.5466,0.993,0.007
NSW,Somersby,231,293,524,12,536,0.4408,0.5592,0.9776,0.0224
NSW,Somerton,33,147,180,0,180,0.1833,0.8167,1.0,0.0
NSW,South Durras,124,108,232,3,235,0.5345,0.4655,0.9872,0.0128
NSW,South Haven,394,359,753,16,769,0.5232,0.4768,0.9792,0.0208
NSW,South Sydney Hospital,97,63,160,2,162,0.6062,0.3938,0.9877,0.0123
NSW,South West Rocks,744,1106,1850,14,1864,0.4022,0.5978,0.9925,0.0075
NSW,South West Rocks South,230,343,573,2,575,0.4014,0.5986,0.9965,0.0035
NSW,Southgate,38,77,115,0,115,0.3304,0.6696,1.0,0.0
NSW,Speers Point,925,1372,2297,20,2317,0.4027,0.5973,0.9914,0.0086
NSW,Spencer,69,116,185,4,189,0.373,0.627,0.9788,0.0212
NSW,Spit Junction,859,776,1635,10,1645,0.5254,0.4746,0.9939,0.0061
NSW,Spring Hill,67,155,222,1,223,0.3018,0.6982,0.9955,0.0045
NSW,Spring Ridge,22,107,129,1,130,0.1705,0.8295,0.9923,0.0077
NSW,Spring Terrace,59,128,187,0,187,0.3155,0.6845,1.0,0.0
NSW,Springdale Heights,250,377,627,4,631,0.3987,0.6013,0.9937,0.0063
NSW,Springfield,711,959,1670,15,1685,0.4257,0.5743,0.9911,0.0089
NSW,Springwood,1388,1306,2694,23,2717,0.5152,0.4848,0.9915,0.0085
NSW,Springwood North,980,920,1900,4,1904,0.5158,0.4842,0.9979,0.0021
NSW,Springwood South,692,650,1342,10,1352,0.5156,0.4844,0.9926,0.0074
NSW,St Albans,65,67,132,0,132,0.4924,0.5076,1.0,0.0
NSW,St Andrews,1524,1971,3495,41,3536,0.4361,0.5639,0.9884,0.0116
NSW,St Andrews South,279,336,615,13,628,0.4537,0.5463,0.9793,0.0207
NSW,St Clair,617,800,1417,15,1432,0.4354,0.5646,0.9895,0.0105
NSW,St Clements,529,276,805,8,813,0.6571,0.3429,0.9902,0.0098
NSW,St Cuthbert's,974,964,1938,21,1959,0.5026,0.4974,0.9893,0.0107
NSW,St George Hospital,95,76,171,4,175,0.5556,0.4444,0.9771,0.0229
NSW,St Georges Basin,415,689,1104,6,1110,0.3759,0.6241,0.9946,0.0054
NSW,St Helens Park,389,599,988,7,995,0.3937,0.6063,0.993,0.007
NSW,St Ives,866,874,1740,8,1748,0.4977,0.5023,0.9954,0.0046
NSW,St Ives Chase,348,289,637,5,642,0.5463,0.4537,0.9922,0.0078
NSW,St Ives North,1457,1268,2725,22,2747,0.5347,0.4653,0.992,0.008
NSW,St Ives Park,1010,772,1782,13,1795,0.5668,0.4332,0.9928,0.0072
NSW,St Ives South,1502,1142,2644,18,2662,0.5681,0.4319,0.9932,0.0068
NSW,St Johns Park,2021,1760,3781,61,3842,0.5345,0.4655,0.9841,0.0159
NSW,St Johns Park High,1472,1082,2554,42,2596,0.5764,0.4236,0.9838,0.0162
NSW,St Marys,523,846,1369,21,1390,0.382,0.618,0.9849,0.0151
NSW,St Marys North,748,1341,2089,27,2116,0.3581,0.6419,0.9872,0.0128
NSW,St Marys South,1075,1469,2544,31,2575,0.4226,0.5774,0.988,0.012
NSW,St Michael's,661,622,1283,16,1299,0.5152,0.4848,0.9877,0.0123
NSW,St Pauls,940,650,1590,26,1616,0.5912,0.4088,0.9839,0.0161
NSW,St Peters,457,355,812,11,823,0.5628,0.4372,0.9866,0.0134
NSW,St Vincents Hospital,125,66,191,2,193,0.6545,0.3455,0.9896,0.0104
NSW,Stanford Merthyr,194,248,442,4,446,0.4389,0.5611,0.991,0.009
NSW,Stanmore,1270,528,1798,23,1821,0.7063,0.2937,0.9874,0.0126
NSW,Stanmore North,1339,630,1969,21,1990,0.68,0.32,0.9894,0.0106
NSW,Stanwell Park,427,225,652,5,657,0.6549,0.3451,0.9924,0.0076
NSW,Stockinbingal,96,172,268,1,269,0.3582,0.6418,0.9963,0.0037
NSW,Stockton,332,434,766,9,775,0.4334,0.5666,0.9884,0.0116
NSW,Stockton North,195,268,463,6,469,0.4212,0.5788,0.9872,0.0128
NSW,Stockton South,583,639,1222,12,1234,0.4771,0.5229,0.9903,0.0097
NSW,Stokers Siding,123,101,224,1,225,0.5491,0.4509,0.9956,0.0044
NSW,Stratford,40,144,184,2,186,0.2174,0.7826,0.9892,0.0108
NSW,Strathfield,738,622,1360,20,1380,0.5426,0.4574,0.9855,0.0145
NSW,Strathfield Central,1218,946,2164,14,2178,0.5628,0.4372,0.9936,0.0064
NSW,Strathfield City,373,304,677,4,681,0.551,0.449,0.9941,0.0059
NSW,Strathfield North,1486,1162,2648,28,2676,0.5612,0.4388,0.9895,0.0105
NSW,Strathfield South,981,732,1713,18,1731,0.5727,0.4273,0.9896,0.0104
NSW,Strathfield West,423,505,928,9,937,0.4558,0.5442,0.9904,0.0096
NSW,Stroud,132,362,494,4,498,0.2672,0.7328,0.992,0.008
NSW,Stroud Road,53,126,179,0,179,0.2961,0.7039,1.0,0.0
NSW,Stuart Street,366,598,964,3,967,0.3797,0.6203,0.9969,0.0031
NSW,Stuart Town,66,125,191,1,192,0.3455,0.6545,0.9948,0.0052
NSW,Stuarts Point,336,505,841,6,847,0.3995,0.6005,0.9929,0.0071
NSW,Sturt,925,1484,2409,13,2422,0.384,0.616,0.9946,0.0054
NSW,Summer Hill,1078,627,1705,34,1739,0.6323,0.3677,0.9804,0.0196
NSW,Summer Hill North,566,329,895,12,907,0.6324,0.3676,0.9868,0.0132
NSW,Summer Hill South,961,475,1436,12,1448,0.6692,0.3308,0.9917,0.0083
NSW,Summerland Point,446,627,1073,9,1082,0.4157,0.5843,0.9917,0.0083
NSW,Sunnyside,28,116,144,0,144,0.1944,0.8056,1.0,0.0
NSW,Sunshine,291,412,703,9,712,0.4139,0.5861,0.9874,0.0126
NSW,Sunshine Bay,848,1068,1916,6,1922,0.4426,0.5574,0.9969,0.0031
NSW,Surry Hills,317,88,405,2,407,0.7827,0.2173,0.9951,0.0049
NSW,Surry Hills North,1034,320,1354,12,1366,0.7637,0.2363,0.9912,0.0088
NSW,Surry Hills South,974,301,1275,9,1284,0.7639,0.2361,0.993,0.007
NSW,Sussex Inlet,813,1277,2090,11,2101,0.389,0.611,0.9948,0.0052
NSW,Sutherland,881,862,1743,19,1762,0.5055,0.4945,0.9892,0.0108
NSW,Sutherland East,548,556,1104,8,1112,0.4964,0.5036,0.9928,0.0072
NSW,Sutherland Hospital,392,466,858,4,862,0.4569,0.5431,0.9954,0.0046
NSW,Sutherland North,1152,1275,2427,26,2453,0.4747,0.5253,0.9894,0.0106
NSW,Sutherland West,390,469,859,9,868,0.454,0.546,0.9896,0.0104
NSW,Sutton,424,309,733,6,739,0.5784,0.4216,0.9919,0.0081
NSW,Sutton Forest,126,220,346,3,349,0.3642,0.6358,0.9914,0.0086
NSW,Sutton Park,739,543,1282,8,1290,0.5764,0.4236,0.9938,0.0062
NSW,Swansea,1122,1455,2577,18,2595,0.4354,0.5646,0.9931,0.0069
NSW,Swansea North,469,508,977,2,979,0.48,0.52,0.998,0.002
NSW,Sydenham,564,420,984,9,993,0.5732,0.4268,0.9909,0.0091
NSW,Sydney,5286,3032,8318,90,8408,0.6355,0.3645,0.9893,0.0107
NSW,Sylvania,598,709,1307,9,1316,0.4575,0.5425,0.9932,0.0068
NSW,Sylvania Central,301,422,723,3,726,0.4163,0.5837,0.9959,0.0041
NSW,Sylvania Heights,1793,2012,3805,30,3835,0.4712,0.5288,0.9922,0.0078
NSW,Sylvania South,505,751,1256,7,1263,0.4021,0.5979,0.9945,0.0055
NSW,Sylvania Waters,618,793,1411,8,1419,0.438,0.562,0.9944,0.0056
NSW,Table Top,94,151,245,2,247,0.3837,0.6163,0.9919,0.0081
NSW,Tabulam,123,240,363,3,366,0.3388,0.6612,0.9918,0.0082
NSW,Tacking Point,1376,1654,3030,13,3043,0.4541,0.5459,0.9957,0.0043
NSW,Tacoma,190,308,498,6,504,0.3815,0.6185,0.9881,0.0119
NSW,Tahmoor,971,1718,2689,22,2711,0.3611,0.6389,0.9919,0.0081
NSW,Talbingo,85,96,181,0,181,0.4696,0.5304,1.0,0.0
NSW,Tallimba,24,123,147,2,149,0.1633,0.8367,0.9866,0.0134
NSW,Tallong,70,111,181,4,185,0.3867,0.6133,0.9784,0.0216
NSW,Tambar Springs,42,88,130,0,130,0.3231,0.6769,1.0,0.0
NSW,Tamworth,518,1063,1581,16,1597,0.3276,0.6724,0.99,0.01
NSW,Tamworth High,1117,2817,3934,47,3981,0.2839,0.7161,0.9882,0.0118
NSW,Tamworth Primary,1425,2322,3747,22,3769,0.3803,0.6197,0.9942,0.0058
NSW,Tamworth West,576,1212,1788,13,1801,0.3221,0.6779,0.9928,0.0072
NSW,Tanilba Bay,580,910,1490,7,1497,0.3893,0.6107,0.9953,0.0047
NSW,Tanja,91,29,120,0,120,0.7583,0.2417,1.0,0.0
NSW,Tarago,126,165,291,0,291,0.433,0.567,1.0,0.0
NSW,Taralga,93,327,420,3,423,0.2214,0.7786,0.9929,0.0071
